ID,CMS Title,Content Type,Parsed Show,Episode,Data Source,NEW: SEO Title,NEW: SEO Description,NEW: SEO Heading,NEW: SEO Tags,CURRENT: Description,NEW: Description,CURRENT: Long Desc,NEW: Long Desc,CURRENT: Keywords,NEW: Keywords,CURRENT: Tags,NEW: Content+Personalization Tags,CURRENT: Rating,NEW: Rating
1853,VURT_LoveMeRight_EP27_9x16_v1 -,MICRO_EPISODES,Love me Right,27,spreadsheet,Love me Right Ep 27 | VURT - Watch Free,"Watch Love me Right Episode 27 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 27,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1854,VURT_LoveMeRight_EP28_9x16_v1 -,MICRO_EPISODES,Love me Right,28,spreadsheet,Love me Right Ep 28 | VURT - Watch Free,"Watch Love me Right Episode 28 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 28,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1855,VURT_LoveMeRight_EP29_9x16_v1-,MICRO_EPISODES,Love me Right,29,spreadsheet,Love me Right Ep 29 | VURT - Watch Free,"Watch Love me Right Episode 29 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 29,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1856,VURT_LoveMeRight_EP30_9x16_v1-,MICRO_EPISODES,Love me Right,30,spreadsheet,Love me Right Ep 30 | VURT - Watch Free,"Watch Love me Right Episode 30 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 30,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1857,VURT_LoveMeRight_EP32_9x16_v1 -,MICRO_EPISODES,Love me Right,32,spreadsheet,Love me Right Ep 32 | VURT - Watch Free,"Watch Love me Right Episode 32 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 32,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1858,VURT_LoveMeRight_EP31_9x16_v1 -,MICRO_EPISODES,Love me Right,31,spreadsheet,Love me Right Ep 31 | VURT - Watch Free,"Watch Love me Right Episode 31 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 31,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1859,VURT_LoveMeRight_EP33_9x16_v1-,MICRO_EPISODES,Love me Right,33,spreadsheet,Love me Right Ep 33 | VURT - Watch Free,"Watch Love me Right Episode 33 free on VURT. After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional alliance with a s...",Love me Right Episode 33,"love me right, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, michael dappa",,"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"After being duped by her fiancé during a work trip, a woman named Ada enters an unconventional allia",(empty),"love me right, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me right, micro-series, vertical, free streaming, mobile-first",(empty),MA
1860,thumbnail_img1.png,16x9,Thumbnail Img1.png,,generated,Thumbnail Img1.png | VURT - Watch Free,Watch Thumbnail Img1.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img1.png,"thumbnail img1.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img1.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img1.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img1.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1861,thumbnail_img0.png,1x1,Thumbnail Img0.png,,generated,Thumbnail Img0.png | VURT - Watch Free,Watch Thumbnail Img0.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img0.png,"thumbnail img0.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img0.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img0.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img0.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1862,thumbnail_img2.png,9x16,Thumbnail Img2.png,,generated,Thumbnail Img2.png | VURT - Watch Free,Watch Thumbnail Img2.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img2.png,"thumbnail img2.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img2.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img2.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img2.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1863,Love Me Some More-16x9.jpg,16x9,Love me Some More-16x9.jpg,,generated,Love me Some More-16x9.jpg | VURT - Watch Free,Watch Love me Some More-16x9.jpg free on VURT. Vertical micro-drama for your phone.,Love me Some More-16x9.jpg,"love me some more-16x9.jpg, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Love me Some More-16x9.jpg on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"love me some more-16x9.jpg, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"love me some more-16x9.jpg, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1864,Love Me Some More,MICRO_SERIES,Love me Some More,,spreadsheet,Love me Some More | VURT - Watch Free,Watch Love me Some More free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets within their...,Love me Some More,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(keep existing),(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1865,thumbnail_img0.png,1x1,Thumbnail Img0.png,,generated,Thumbnail Img0.png | VURT - Watch Free,Watch Thumbnail Img0.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img0.png,"thumbnail img0.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img0.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img0.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img0.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1866,thumbnail_img2.png,9x16,Thumbnail Img2.png,,generated,Thumbnail Img2.png | VURT - Watch Free,Watch Thumbnail Img2.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img2.png,"thumbnail img2.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img2.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img2.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img2.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1867,Love Me Some More,MICRO_SEASON,Love me Some More,,spreadsheet,Love me Some More Season 1 | VURT,Watch Love me Some More free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets within their...,Love me Some More Season 1,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1868,thumbnail_img1.png,16x9,Thumbnail Img1.png,,generated,Thumbnail Img1.png | VURT - Watch Free,Watch Thumbnail Img1.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img1.png,"thumbnail img1.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img1.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img1.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img1.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1869,thumbnail_img0.png,1x1,Thumbnail Img0.png,,generated,Thumbnail Img0.png | VURT - Watch Free,Watch Thumbnail Img0.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img0.png,"thumbnail img0.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img0.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img0.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img0.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1870,thumbnail_img2.png,9x16,Thumbnail Img2.png,,generated,Thumbnail Img2.png | VURT - Watch Free,Watch Thumbnail Img2.png free on VURT. Vertical micro-drama for your phone.,Thumbnail Img2.png,"thumbnail img2.png, VURT, free streaming, vertical drama, mobile entertainment, micro-series, watch free, no paywall",,Watch Thumbnail Img2.png on VURT.,(empty),Watch free on VURT — vertical micro-drama designed for your phone. No paywall. Stream now at myvurt.,(empty),"thumbnail img2.png, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"thumbnail img2.png, micro-series, vertical, free streaming, mobile-first, black-entertainment",(empty),MA
1871,VURT_LoveMeSomeMore_EP02_9x16 - v1,MICRO_EPISODES,Love me Some More,2,spreadsheet,Love me Some More Ep 2 | VURT - Watch Free,Watch Love me Some More Episode 2 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 2,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1872,VURT_LoveMeSomeMore_EP01_9x16 - v1,MICRO_EPISODES,Love me Some More,1,spreadsheet,Love me Some More Ep 1 | VURT - Watch Free,Watch Love me Some More Episode 1 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 1,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1873,VURT_LoveMeSomeMore_EP03_9x16 - v1,MICRO_EPISODES,Love me Some More,3,spreadsheet,Love me Some More Ep 3 | VURT - Watch Free,Watch Love me Some More Episode 3 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 3,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1874,VURT_LoveMeSomeMore_EP04_9x16 - v1,MICRO_EPISODES,Love me Some More,4,spreadsheet,Love me Some More Ep 4 | VURT - Watch Free,Watch Love me Some More Episode 4 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 4,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1875,VURT_LoveMeSomeMore_EP05_9x16 - v1,MICRO_EPISODES,Love me Some More,5,spreadsheet,Love me Some More Ep 5 | VURT - Watch Free,Watch Love me Some More Episode 5 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 5,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1876,VURT_LoveMeSomeMore_EP06_9x16 - v1,MICRO_EPISODES,Love me Some More,6,spreadsheet,Love me Some More Ep 6 | VURT - Watch Free,Watch Love me Some More Episode 6 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 6,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1877,VURT_LoveMeSomeMore_EP07_9x16 - v1,MICRO_EPISODES,Love me Some More,7,spreadsheet,Love me Some More Ep 7 | VURT - Watch Free,Watch Love me Some More Episode 7 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 7,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1878,VURT_LoveMeSomeMore_EP08_9x16 - v1,MICRO_EPISODES,Love me Some More,8,spreadsheet,Love me Some More Ep 8 | VURT - Watch Free,Watch Love me Some More Episode 8 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 8,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1879,VURT_LoveMeSomeMore_EP09_9x16 - v1,MICRO_EPISODES,Love me Some More,9,spreadsheet,Love me Some More Ep 9 | VURT - Watch Free,Watch Love me Some More Episode 9 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets wi...,Love me Some More Episode 9,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1880,VURT_LoveMeSomeMore_EP10_9x16 - v1,MICRO_EPISODES,Love me Some More,10,spreadsheet,Love me Some More Ep 10 | VURT - Watch Free,Watch Love me Some More Episode 10 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 10,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1882,VURT_LoveMeSomeMore_EP12_9x16 - v1,MICRO_EPISODES,Love me Some More,12,spreadsheet,Love me Some More Ep 12 | VURT - Watch Free,Watch Love me Some More Episode 12 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 12,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1881,VURT_LoveMeSomeMore_EP11_9x16 - v1,MICRO_EPISODES,Love me Some More,11,spreadsheet,Love me Some More Ep 11 | VURT - Watch Free,Watch Love me Some More Episode 11 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 11,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1883,VURT_LoveMeSomeMore_EP13_9x16 - v1,MICRO_EPISODES,Love me Some More,13,spreadsheet,Love me Some More Ep 13 | VURT - Watch Free,Watch Love me Some More Episode 13 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 13,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1884,VURT_LoveMeSomeMore_EP14_9x16 - v1,MICRO_EPISODES,Love me Some More,14,spreadsheet,Love me Some More Ep 14 | VURT - Watch Free,Watch Love me Some More Episode 14 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 14,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1885,VURT_LoveMeSomeMore_EP15_9x16 - v1,MICRO_EPISODES,Love me Some More,15,spreadsheet,Love me Some More Ep 15 | VURT - Watch Free,Watch Love me Some More Episode 15 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 15,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1886,VURT_LoveMeSomeMore_EP16_9x16 - v1,MICRO_EPISODES,Love me Some More,16,spreadsheet,Love me Some More Ep 16 | VURT - Watch Free,Watch Love me Some More Episode 16 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 16,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1887,VURT_LoveMeSomeMore_EP18_9x16 - v1,MICRO_EPISODES,Love me Some More,18,spreadsheet,Love me Some More Ep 18 | VURT - Watch Free,Watch Love me Some More Episode 18 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 18,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1888,VURT_LoveMeSomeMore_EP17_9x16 - v1,MICRO_EPISODES,Love me Some More,17,spreadsheet,Love me Some More Ep 17 | VURT - Watch Free,Watch Love me Some More Episode 17 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 17,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1889,VURT_LoveMeSomeMore_EP19_9x16 - v1,MICRO_EPISODES,Love me Some More,19,spreadsheet,Love me Some More Ep 19 | VURT - Watch Free,Watch Love me Some More Episode 19 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 19,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1890,VURT_LoveMeSomeMore_EP20_9x16 - v1,MICRO_EPISODES,Love me Some More,20,spreadsheet,Love me Some More Ep 20 | VURT - Watch Free,Watch Love me Some More Episode 20 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 20,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1891,VURT_LoveMeSomeMore_EP23_9x16 - v1,MICRO_EPISODES,Love me Some More,23,spreadsheet,Love me Some More Ep 23 | VURT - Watch Free,Watch Love me Some More Episode 23 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 23,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1893,VURT_LoveMeSomeMore_EP22_9x16 - v1,MICRO_EPISODES,Love me Some More,22,spreadsheet,Love me Some More Ep 22 | VURT - Watch Free,Watch Love me Some More Episode 22 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 22,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1892,VURT_LoveMeSomeMore_EP21_9x16 - v1,MICRO_EPISODES,Love me Some More,21,spreadsheet,Love me Some More Ep 21 | VURT - Watch Free,Watch Love me Some More Episode 21 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 21,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
1894,VURT_LoveMeSomeMore_EP24_9x16 - v1,MICRO_EPISODES,Love me Some More,24,spreadsheet,Love me Some More Ep 24 | VURT - Watch Free,Watch Love me Some More Episode 24 free on VURT. A glamourous couple known for their ravishing words and local influence face personal turmoil when secrets w...,Love me Some More Episode 24,"love me some more, VURT, free streaming, vertical drama, mobile entertainment, drama, romance, uche montana",,A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),A glamourous couple known for their ravishing words and local influence face personal turmoil when s,(empty),"love me some more, vurt, free streaming, vertical video, micro drama, mobile streaming",(empty),"drama, romance, black cinema, love me some more, micro-series, vertical, free streaming, mobile-first",(empty),MA
